Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Digging through the web,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Gary Price, - ""Digging through the web"" is being presented by Gary Price, founder of infoDOCKET.com and Caryn Baird, News Researcher at the Tampa Bay Times. In a fast-paced session, two veteran librarians will share a variety of research techniques and free resources. From backgrounding a person to retrieving an archived multimedia interview to one-click web scraping, this session will give you tools you can put to use immediately.
 | URL: http://ire.org/events-and-training/event/2702/3131/",River Terrace 1,False
,Personalized interactive journeys,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Scott Blumenthal, Sandeep Junnarkar - This session explores the developing art of creating mobile-friendly news interactives that deliver personalized experiences to users by guiding them through a series of choices. Scott Blumenthal, deputy editor of interactive news at the New York Times and Sandeep Junnarkar, director of interactive journalism at the CUNY Graduate School of Journalism, will explain the process of building these interactives that show audiences where they fit into the news – helping them understand complex issues or make informed decisions. The panelists will showcase work they've produced and explain how the pieces came together. This engaging form of storytelling can help the user forge connections to the experiences of others – giving them a deeper, more visceral understanding of the news' impact on people's lives.
 | URL: http://ire.org/events-and-training/event/2702/3117/",River Terrace 2,False
,Security tools for journalists - hands on (repeat session),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Mike Tigas - You're traveling abroad to cover a story: What steps can you take to secure your data, your devices, and your sources before heading to the airport? What are the pros and cons of bringing a burner into the field? How should you send notes to your editor before returning home? This hands-on workshop is designed to address the digital security needs of journalists as they travel overseas. Participants can expect to demo a number of software solutions and security practices — with particular focus paid to mobile and desktop security and file encryption.
 | URL: http://ire.org/events-and-training/event/2702/3069/",City Terrace 7,False
,Conversations: How do I exist and work in a newsroom as a POC? (Sponsored by SRCCON - OpenNews),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Helga Salinas - I'm interested if any journalists have brought up these issues in their own newsroom with their co-workers and/or management. It doesn't have to be along the lines of race, but also sexuality, immigration, gender, religion etc. The title refers to the question that I often asked myself after the election and subsequent current events.
If it has been brought up in other newsrooms, did the discussion include newsroom ethic handbooks, defining conflicts of interest, and dealing with having a perceived advocacy/agenda as a news org while also fighting 'fake news.'
 | URL: http://ire.org/events-and-training/event/2702/2986/",City Terrace 12,False
command line,Command line tools for reporters (PC),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Chad Day - Repetitive tasks are the worst. I think we can all agree. If you're tired of monotonous copying and pasting, if large files are harshing your mellow, or even if you just want to know more about that screen from War Games, then this class is for you. We'll walk through some basics of the command line that can make your life easier and free up time for more important things. We'll explore the powerful and versatile csvkit, fix messed up pdfs with some simple commands and get a taste of automating file downloads. No coding experience required but familiarity with SQL is a plus. Class is for PC users, but we'll talk about Linux and Unix as well.
 | URL: http://ire.org/events-and-training/event/2702/3121/",City Terrace 11,False
,Design track: Use a charting tool (Sponsored by Society for News Design),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Grace Donnelly, Stacy Jones - We'll take a look at Datawrapper and discuss how to use it, how to customize it for your newsroom styles, and more.
 | URL: http://ire.org/events-and-training/event/2702/3055/",City Terrace 5,False
,Going long on middleform,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Darla Cameron, Sarah Frostenson, Maureen Linke, Stuart Thompson, Tom Cardoso - We've all heard of longform journalism — it's been the model for visual storytelling ever since “Snowfall” came out in 2012. Recently, our newsrooms have been producing more and more ""middleform"" — spending a week or two on visual and graphic stories instead of a month or more. We'll give some examples of recent middleform work, talk about the challenges of this kind of storytelling, and talk about where we see the format going in the next few years.
**Moderated by Tom Cardoso, The Globe and Mail
 | URL: http://ire.org/events-and-training/event/2702/2920/",Conference Center A,False
,Investigating bias and influence in criminal justice: Police and prosecutors,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Sharad Goel, Josh Hinkle, Andrew Lehren, Cheryl W. Thompson - From wrongfully recording racial profiling data in traffic ticketing to disparities in adult diversion programs run by prosecutors, this session will examine how to mine criminal justice data, what to do when there seems to be no data and reporting it all out.  
**Moderated by Cheryl W. Thompson, The Washington Post
 | URL: http://ire.org/events-and-training/event/2702/3021/",River Terrace 3,False
,Negotiating for the records,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Maggie Mulvihill, John Bones, Jim Ross - Invest an hour into learning tips, tricks and techniques to effectively negotiate for municipal, state and federal government documents. A panel of veteran investigative reporters and a law firm investigator will offer tips to pry records from reluctant public officials. They'll tell you how to draft a targeted request, cut your wait time and keep costs down. 
 | URL: http://ire.org/events-and-training/event/2702/3141/",Conference Center B,False
statistics,Stats: Logistic regression,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,"Jennifer LaFleur - Linear regression helps you find relationships between two or more variables, but when an outcome has only two possibilities, you need a different tool. That, my friends, is where logistic regression comes in.
This session will be taught in PSPP and will be most useful if: You took 'Stats: An introduction', or are comfortable with summary statistics and PSPP or SPSS. Familiarity with spreadsheets and database managers is recommended.
 | URL: http://ire.org/events-and-training/event/2702/2963/",City Terrace 6,False
spreadsheets,Carwash: Data cleaning in Excel,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,Mike Wilkinson -  | URL: http://ire.org/events-and-training/event/2702/2964/,City Terrace 10,False
,Lunch on your own (Saturday),2017-03-04,12:30 p.m.,2017-03-04,2:15 p.m.,False,,See printed schedule for room information,False
,Media lawyers brown bag,2017-03-04,12:45 p.m.,2017-03-04,1:45 p.m.,False,"Jim Ross, Jennifer Mansfield, Maggie Mulvihill - During the media lawyers brown bag, between 12:45 and 1:45 p.m. on Saturday, March 4, bring your lunch and your questions for a personal discussion with a panel of media law and FOIA-savvy speakers. We'll provide drinks and dessert.
 | URL: http://ire.org/events-and-training/event/2702/3145/",River Terrace 3,False
,Conversations: Open Slot! Signup at the Conversations room (Sponsored by SRCCON - OpenNews),2017-03-04,12:45 p.m.,2017-03-04,1:45 p.m.,False,,City Terrace 12,False
,Inaugural hack swap,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Jeremy Bowers, Andrew Chavez, Jon McClure -  | URL: http://ire.org/events-and-training/event/2702/2988/",City Terrace 12,False
,What product can do for journalism,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Marie Gilot, Celeste LeCompte, Stacy-Marie Ishmael - Media companies, both startups, and legacy organizations are investing in news products, such as mobile apps, email newsletters, SMS bots, etc. The product approach, which demands design, data, technology, journalism, and management skills, is critical to the future of media and can lead to new revenue streams and rewarding new career paths.
 | URL: http://ire.org/events-and-training/event/2702/3035/",Conference Center A,False
,Data can only dance with its music: Understanding the ecology of public data,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Carli Brosseau, Tom Johnson, Andrew Lehren - Traditionally, journalists have sought government documents. Today we seek digital data. But that data always exists in a metadata ecosystem of variable definitions. The metadata contributes to seeing patterns, trends and significance in the data analysis. So do we submit FOIA requests for the data or the metadata or both in the same request? Each approach can have varying degrees of success. This session will consist of short presentations, followed by an audience discussion of how to develop best practice FOIA request strategies.
 | URL: http://ire.org/events-and-training/event/2702/2921/",Conference Center B,False
,Working with academics,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Matt Dempsey, Karisa King, Al Shaw - Academics can help you make almost impossible projects possible. But how do you know when a project would be a good fit for academic collaboration? What's the challenges behind it? And how do you thread the needle between the demands of journalism and the restrictions of academia? Hear from three journalists with experience in these types of projects. Find out how to take your complicated idea and turn it into reality without tearing your hair out.
 | URL: http://ire.org/events-and-training/event/2702/3048/",River Terrace 1,False
,Using R as a GIS for spatial analysis and visualization (intermediate),2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Andrew Tran - In this session, we'll be using R for spatial analysis and creating publication-worthy map graphics. Learn how to go beyond the dots to dig deeper and tell better stories with location data in bulk. 
 | URL: http://ire.org/events-and-training/event/2702/3083/",City Terrace 9,False
,Visualizing and understanding uncertainty (Sponsored by Society for News Design) **pre-registered attendees only,2017-03-04,2:15 p.m.,2017-03-04,5:45 p.m.,False,"Alberto Cairo, Jen Christiansen, Mark Hansen - Statistics is the science of uncertainty. It's an invaluable tool for journalists trying to help readers and viewers make good choices with imperfect data. But though our models come with uncertainty, we are sometimes bad at helping readers understand the uncertainty that's built into our work. Science is not far ahead of us -- look at the uncertainty cone in a hurricane, which lay readers often mistake for hurricane size. Look at how readers misinterpreted election predictions, even when they came with confidence intervals or likelihood measurements. How can we explain uncertainty better so that readers understand it? This is designed to be a hands-on collaborative workshop in which science communicators and visual journalists discuss the state of the art in visualizing uncertainty, then come up with some new directions via sketching and prototyping.
Preregistration is required and seating is limited. Computers will not be provided for this workshop so please bring your laptop.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/3054/",City Terrace 7,False
,30/60: Thirty of the best free data storytelling tools in sixty mins,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Victor Hernandez, Mike Reilley - Settle in and buckle up! News innovators-in-residence Mike Reilley a trainer with the SPJ/Google News Lab program and Victor Hernandez from Banjo crank up the gravity-defying mind-bending roller coaster of new digital tools -- 30 of the latest and greatest (and free) for your data reporting toolkits. Featuring hands-on training focused on the newest available data visualization methods, mapping tools, mobile newsgathering apps and more -- this adventure promises all of the excitement of your favorite thrill ride, sans the motion sickness.
 | URL: http://ire.org/events-and-training/event/2702/2922/",River Terrace 2,False
python,Advanced Django for data analysis,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,Adam Playford -  | URL: http://ire.org/events-and-training/event/2702/3122/,City Terrace 8,False
,Investigating bias and influence in criminal justice: Judges and beyond,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Cheryl Phillips, Michael Braga, Robert Gebeloff, Barnaby Skinner - Learn how you can track disparities in criminal justice systems and report inequities, from judges that dole out asylum requests based on political affiliation to figuring out how to sift through millions of sentencing records or prison data to find disparate treatment and report out the story. 
**Moderated by Cheryl Phillips, Stanford University
 | URL: http://ire.org/events-and-training/event/2702/2926/",River Terrace 3,False
"databases, spreadsheets",Getting started with Access without using SQL,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Mc Nelly Torres - This session is designed to teach you how to use Access without Structure Query Language, also known as SQL. Learn how to download data onto Access and query the data using design view or the grid, instead of SQL. You'll learn how to select specific fields on the data, sort and filter.
 | URL: http://ire.org/events-and-training/event/2702/3084/",City Terrace 6,False
,Building your first Leaflet.js map,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Chris Essig - Maps! Who doesn't love wonderful, colorful maps? In this course we will be building a map with Leaflet.js., a very popular Javascript mapping library. The map will display both markers and shapes. The shapes will be used to create a basic choropleth map.
 | URL: http://ire.org/events-and-training/event/2702/2966/",City Terrace 5,False
,Protecting endangered data in the Trump era and beyond,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Margaret Janz, David Herzog, Yogin Kothari, Nancy Watzman - Access to government data has always hinged on the priorities and values of different administrations. We'll talk to attendees about how they can protect endangered data in the Trump era and beyond. Panelists will share lessons learned and best practices from their own experiences shielding data.
**Moderated by David Herzog, IRE/NICAR
 | URL: http://ire.org/events-and-training/event/2702/3125/",Conference Center B,False
"databases, spreadsheets",Counting & summing with Access without using SQL,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Helena Bengtsson - You know how to use Excel, but what do you do when you have a huge database with dozens of columns full of data? Access lets you isolate those different columns and efficiently sort through the stuff you don't need, letting you quickly analyze national databases to figure out which convenience store sold the most winning Powerball tickets, which county has the highest number of infant deaths within a certain time frame, or which state has the most historical wooden bridges more than 100 years old that, say, go over railroad tracks.
This class is for anyone trying to find the golden nugget hiding in the data. No programming language or SQL experience necessary, but a healthy understanding of Excel is helpful.
 | URL: http://ire.org/events-and-training/event/2702/3085/",City Terrace 6,False
,"Earth, wind and fire: Covering disasters from a data perspective",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Eric Sagara, Stephen Stirling, Chris Vaillancourt - When disaster strikes, it can turn a newsroom into chaos. Tight deadlines, power loss and harried editors all complicate the already rough waters of navigating a newsroom as a data journalist. This panel will prepare you to weather the storm.  Panelists will discuss what you need, where to get it and how to rise above the inevitable firestorm that besets a newsroom when the Earth turns the news cycle upside-down. We'll also talk about new ways of presenting those stories through satellite imagery and weather data.
 | URL: http://ire.org/events-and-training/event/2702/2923/",River Terrace 3,False
javascript,"Javascript charts and maps, straight from R (intermediate)",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Peter Aldhous - In this session, we'll be using htmlwidgets to create simple JavaScript charts and maps, straight from your R data analysis pipeline and with no need to write JavaScript
 | URL: http://ire.org/events-and-training/event/2702/2968/",City Terrace 9,False
,Quick-turn data stories,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Greta Kaul, Dave Sheingold, Patrick Cain, Mark Walker - Sometimes you get the luxury of time to think about a data-based story – and sometimes you don't. Four reporters talk about what they learned from turning a data story around on a tight deadline, how best to prepare for quick turnarounds, and what they'd do differently.
 | URL: http://ire.org/events-and-training/event/2702/3043/",River Terrace 1,False
maps,Google Fusion Tables (beginner),2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Tommy Kaas - Welcome to Google Fusion Tables. In this hands-on introduction to the free online tool you'll learn how to import and combine data, do simple analysis and easily turn that into an online map.
This session will be most useful if: You've ever used a spreadsheet. You need to have a Google account.
 | URL: http://ire.org/events-and-training/event/2702/2973/",City Terrace 8,False
,Tools to convert lots of PDFs at once,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Todd Wallack, Miguel Barbosa - This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This class is best for: People who are unfamiliar with the PDF to text tools or would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF documents.
 | URL: http://ire.org/events-and-training/event/2702/2924/",River Terrace 2,False
,"Drugs, drugs, drugs",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Sydney Lupkin, Mike Stucka - Learn about the data analysis that revealed possible game-playing by pharmaceutical companies to help keep drug prices high for patients with rare diseases. We will also discuss where to find other drug-related databases.
Hear about the technical challenges, logistical hurdles and emotional struggles of telling the life stories of all 216 people who died in a county in one year from heroin-related overdoses. Besides putting a face on the drug crisis, we also put a price tag: $4.1 million a day in Florida alone.
 | URL: http://ire.org/events-and-training/event/2702/3037/",Conference Center A,False
command line,Command line for reporters (Unix),2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"AJ Vicens - Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. 
Even knowing a little will make your job easier. We'll run through some simple commands, and dive into working with spreadsheets, I'll show you some handy tools I frequently use at work.
This session is good for: People unfamiliar with the command line, and those who want to get some practical, hands-on practice with the Mac-based terminal.
 | URL: http://ire.org/events-and-training/event/2702/3065/",City Terrace 5,False
,Localize that investigation: Using AP data to do your own stories,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,"Troy Thibodeaux, Meghan Hoyer, Ian Greenleigh - Do you like the idea of having someone else do the grunt work on data analysis projects for you? Wish there was a way of knowing when AP is planning a national data-driven story so you could have a related local story ready to go? Then come to this NICAR Commons session and learn more about AP's data distribution efforts. We want to hear how we can make our data work for you.  If your organization is an AP member, you'll also have a chance to sign up for our pilot project sharing data via data.world. A data.world representative will give a walk-through of their data-sharing platform.
 | URL: http://ire.org/events-and-training/event/2702/2989/",City Terrace 12,False
,"Internet Archive: Resources, tools, and tricks",2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Nancy Watzman - Have you ever wondered how to get the Wayback Machine to crawl what you want it to crawl? Are you looking for that thing you know President Donald Trump said, but you don't remember when, where, or to whom? Would you like to know how often a particular video clip was repeated by Fox News or MSNBC? We'll do a deep dive into the byways of the Internet Archive and explore how we can help bolster your reporting. We'll also preview our plans to mine more rich metadata from our 30 petabytes of TV news shows, web pages, books and more.
 | URL: http://ire.org/events-and-training/event/2702/2927/",River Terrace 2,False
,Putting your town under a microscope--and keeping it there,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Kate Howard, Matt Kiefer, Andrew Mollica - Ever wonder how other journalists manage investigations and the inevitable series of follow-ups that come with them? This panel will discuss practical and technical tips for zooming in to the smallest levels of your beat and monitor every budget line item, census tract or lawsuit you need to report the story -- and how to follow the story to the end.
 | URL: http://ire.org/events-and-training/event/2702/3143/",River Terrace 3,False
,"Economic development incentives: Old issues, hot new data",2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Janelle O'Dea, Greg LeRoy - States and cities spend tens of billions of dollars on “corporate welfare,” or economic development tax breaks for all kinds of projects. Persistent shoe-leather reporting has long proven effective in exposing problems with many deals. Now a new accounting rule, Governmental Accounting Standards Board Statement No. 77 on Tax Abatement Disclosures, is about to generate first-ever spending data from more than 50,000 local and state bodies of government, a new investigative gold mine!
 | URL: http://ire.org/events-and-training/event/2702/3138/",Conference Center B,False
,Ethical dilemmas in data,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"MaryJo Webster, Tom McGinty - Approaching our work in an ethical and transparent manner is more important than ever before. We'll point out some of the potential pitfalls that particularly apply to data journalism, and show you ways to avoid them.
 | URL: http://ire.org/events-and-training/event/2702/3139/",City Terrace 12,False
,Using data to cover immigration,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Nassos Stylianou, Linnea Heppling, Andrew Becker -  | URL: http://ire.org/events-and-training/event/2702/3142/",River Terrace 1,False
"databases, spreadsheets",Joining in Access without using SQL,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Helena Bengtsson - Learn how to join tables and match information from one file to another.
If you feel at home with Excel, but want to take the next step with larger files and joining data, this is the session for you. Access is the easy gateway drug to the harder stuff, like SQL and R - and here you'll learn how to join and count without a single line of code.""
 | URL: http://ire.org/events-and-training/event/2702/3088/",City Terrace 6,False
,Animated video for storytelling,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Kavya Sukumar - Short animated videos are a great way to  tell complex stories in an easily shareable form that works on most devices and social media platforms. In this session, learn to create and publish your own animated video from scratch with Adobe After Effects.
This session is good for beginners who are new to making videos as well as for people with some experience in video production looking to add animation to your skill set. This workshop also introduces the basics of Adobe Expressions, a javascript like language, to control animation.
 | URL: http://ire.org/events-and-training/event/2702/2969/",City Terrace 5,False
,Separating fact from fiction: Information verification,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Steve Myers, Gary Price - Odds are, your boss has asked you to comb through social media during breaking news to find photos and witness accounts. Odds are, no one has taught you how to assess whether those images are authentic. We will. 
 | URL: http://ire.org/events-and-training/event/2702/2925/",Conference Center A,False
regex,Regular expressions,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Justin Myers - Regular expressions are a powerful tool when working with data, especially when dealing with values that are formatted inconsistently. They're supported by a variety of text editors, databases and programming languages, but they can be pretty daunting if you've never dealt with them before. Learn about the basics of regular expressions and how they can help with your next batch of dirty data.
 | URL: http://ire.org/events-and-training/event/2702/3086/",City Terrace 8,False
databases,Advanced analysis in SQL (repeat session),2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,"Jacob Fenton - If you feel comfortable with the Structured Query Language basics that IRE teaches in its boot camps -- SELECT, FROM, WHERE, GROUP BY -- but are ready to see what else SQL can do, this session is for you. We will cover more advanced ways of manipulating and questioning data, such as UPDATE queries, joins, writing sub-queries, and other neat tricks.  We will use PostgreSQL.
 | URL: http://ire.org/events-and-training/event/2702/3087/",City Terrace 9,False
,Year in CAR (repeat session),2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Lauren Grandestaff, Kaitlin Washburn - What were the big stories of the year? What were the most creative uses of data analysis? See what your colleagues have been up to and pick up some story ideas at the same time. This session is good for: Anyone.
 | URL: http://ire.org/events-and-training/event/2702/2928/",River Terrace 1,False
spreadsheets,Getting data into Excel,2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Emmanuel Martinez - Data doesn't always come in nicely formatted spreadsheets. For some file formats, you can't analyze the data until you get it into a spreadsheet. In this session, we will import everything from text files to tables on a webpage into Excel. We will cover the importance of data types, delimiters and fixed-width columns to make the import process as smooth as possible.
 | URL: http://ire.org/events-and-training/event/2702/3072/",City Terrace 9,False
statistics,Stats: Linear regression (repeat session),2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Jeff Kelly Lowenstein - Go beyond counting and sorting. Learn how (and when) to measure relationships, level playing fields and make predictions.
 | URL: http://ire.org/events-and-training/event/2702/3094/",City Terrace 8,False
,OpenElections hackathon,2017-03-05,9:00 a.m.,2017-03-05,12:30 p.m.,False,"Derek Willis, Serdar Tumgoren - We're working on turning election results into data, and you can join us. Whether you have scraping skills, can parse PDFs or help find the official sources of election results in a state, you can help OpenElections make more election results data available to journalists and researchers. We'll have prizes for contributors, too!
 | URL: http://ire.org/events-and-training/event/2702/2990/",City Terrace 12,False
,Twitter tricks and analytics,2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Doug Haddix - Dive deeper with Twitter through advanced searches, including tweets near a specific location. Explore third-party apps to mine Twitter for sources and visuals. Learn the basics of analytics to determine which tweets connect with your audience and which ones fall flat.
 | URL: http://ire.org/events-and-training/event/2702/3070/",City Terrace 7,False
,Lighter side of data journalism?,2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Jenny Ye, Jeffrey Hargarten - Pokemon Go analysis, Halloween Candy Index, March Madness Nailbiter Bot…there is room for playful data journalism in the newsroom. Join us as we walk through lighthearted projects - from data acquisition to presentation. Bring your ideas and we can workshop them as well.
 | URL: http://ire.org/events-and-training/event/2702/3130/",River Terrace 3,False
command line,Command line graphics,2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Jon Keegan - Some of the most powerful tools for creating visuals and working with images lie hidden in your terminal. We'll do an overview of some of these amazing (FREE!) tools – such as ImageMagick and ffmpeg – and see some real-world techniques for working with large collections of images, and how I use these tools in my projects. Some of the things we'll cover: make a timelapse video from sequential images, extract and save metadata embedded in photos, create image quilts, and build animated GIFs from videos.
 
 | URL: http://ire.org/events-and-training/event/2702/3119/",River Terrace 2,False
python,Just enough Django: Distributed data entry in the newsroom (beginner/intermediate) *pre-registered attendees only,2017-03-05,9:00 a.m.,2017-03-05,12:30 p.m.,False,"Dana Amihere, Ben Welsh - Dana Amihere, Ken Schwencke and Ben Welsh present a step-by-step guide to creating a simple web application that empowers you to enlist reporters in data entry and refinement. The 3-hour, hands-on tutorial will teach you how to take advantage of the Django Web framework's powerful administration panel, without bothering with all the other web developer crap. You will learn how to design database tables, load in data and quickly create a system for others to improve its content.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2884/",City Terrace 4,False
,Finding connections in campaign finance data with graph databases,2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"Meredith Broussard, William Lyon - Graph databases are optimized for working with complex and connected data. Campaign finance data is a great example of a complex dataset where the connections in the data are often as important as the discrete data points, making it a great use case for a graph database.
In this hands-on workshop we will cover how to model, import, and query campaign finance data using the Neo4j graph database. We will focus on learning the property graph data model and how to use Cypher, the query language for graphs, to write queries that can help find stories in the data. 
This session is geared toward those with some basic familiarity with databases and data analysis, but will start at an introductory level for those new to graph databases.
 | URL: http://ire.org/events-and-training/event/2702/3066/",City Terrace 5,False
,Conference sales (Sunday),2017-03-05,9:00 a.m.,2017-03-05,10:30 a.m.,False,"Stop by the NICAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the NICAR T-shirt contest. 
",3rd floor - Skybridge,False
,Let's get creepy: Backgrounding tips from a journalist and librarian,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,"Sarah Hutchins, Lauren Grandestaff - Backgrounding sources can be a tedious and time-consuming process. But there's nothing worse that being caught off-guard in the moments before publication – or, even worse, after publication. We'll help you develop a list of go-to online tools and resources to speed up the process, and run through a couple scenarios to show you how they work in practice.
 | URL: http://ire.org/events-and-training/event/2702/2929/",River Terrace 1,False
javascript,Data analysis in Javascript and Node.js,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,Daniel Lathrop -  | URL: http://ire.org/events-and-training/event/2702/3067/,City Terrace 5,False
web development,Programming best practices,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,"Jeff Larson - We've all created projects that grew bugs and corner cases like they were going out of style. I've certainly created many projects that turned into unruly messes of dependency hell, and hard to follow logic. But it doesn't have to be that way. In this class we'll cover hard earned lessons in structuring code, handling and processing data, and general organization best practices, that will help you find the best story from your data, while saving your sanity.
 | URL: http://ire.org/events-and-training/event/2702/3120/",River Terrace 2,False
,Career roundtable,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,"Jill Riepenhoff, Steven Rich, Megan Luther, Clark Fouraker, Mc Nelly Torres - Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for.
**Moderated by Megan Luther, IRE/NICAR
 | URL: http://ire.org/events-and-training/event/2702/3044/",River Terrace 3,False
statistics,Stats: Logistic regression (repeat session),2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,"John Perry - Linear regression helps you find relationships between two or more variables, but when an outcome has only two possibilities, you need a different tool. That, my friends, is where logistic regression comes in.
This session will be taught in PSPP and will be most useful if: You took 'Stats: An introduction', or are comfortable with summary statistics and PSPP or SPSS. Familiarity with spreadsheets and database managers is recommended.
 | URL: http://ire.org/events-and-training/event/2702/3095/",City Terrace 8,False
,ArcGIS Online and the power of Story Maps,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,"Cooper Thomas, Chris Vaillancourt -  | URL: http://ire.org/events-and-training/event/2702/3092/",City Terrace 9,False
,Introducing Flourish: A powerful new platform for templating visuals and stories,2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,False,"Duncan Clark, - Flourish is a new platform for data visualization and storytelling. It enables journalists to easily produce and publish high-end graphics, maps, explainers, steppers and other outputs from flexible templates. An ever-growing library of open-source templates is available, but developers can also make their own public or private templates using the Flourish SDK and standard technologies such as D3, SVG and WebGL. Flourish was created by multi-award-winning visualization studio Kiln; beta partners include the BBC, Guardian and FT. This event gives an overview of the platform and provides NICAR attendees with exclusive early access to the website and SDK.
 | URL: http://ire.org/events-and-training/event/2702/3093/",River Terrace 2,False
javascript,D3: How to make reusable charts for different platforms,2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,False,"Daniele Palumbo - We'll learn how to start coding D3 in a simple way, setting our code so that we can power charts ready to be used on mobile, desktop, social media and video. The session will focus also on how to set Excel files to include special features in a D3 chart, examples and useful GitHub libraries to use.
This class is good for: basic and intermediate learners of D3, HTML and CSS.
 | URL: http://ire.org/events-and-training/event/2702/3140/",City Terrace 5,False
maps,Google Fusion Tables (advanced),2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,False,Daniel Lathrop -  | URL: http://ire.org/events-and-training/event/2702/2970/,City Terrace 8,False
