Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Show & Tell *Friday - #3 (Sponsored by Napoli Management Group),2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,Steven Ackermann,"**Moderated by Steven Ackermann, Raycom Media
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2720/
,Political advertising: How to unlock new insights from a fresh treasure trove of data,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Nancy Watzman, Aaron Sharockman, Robert Maguire","In an increasingly chaotic and fractious political season that promises to offer the largest volume of ads ever seen in US history, the new Political TV Ad Archive — powered by the Internet Archive— is preserving ads online and making underlying metadata on airings, sponsors, and more available to journalists. Come hear from the Internet Archive, along with journalism and fact-checking partners who are using the data in novel ways, to find out how to make the most of this resource. The project is funded via the Knight News Challenge.
",Galerie 6,http://ire.org/events-and-training/event/2199/2577/
,Broadcast: How to get people to talk,2016-06-17,11:30 a.m.,2016-06-17,12:30 p.m.,"Cindy Galli, Dina Gusovsky, Scott Zamost","It sounds impossible -- key subjects in your story won't go on camera. But there are proven techniques to change their mind. From scammers to sex offenders, two network producers and a correspondent share what works to land sit-down interviews with the people least likely to talk.
",Galerie 3,http://ire.org/events-and-training/event/2199/2582/
,Lunch on your own (Friday),2016-06-17,12:30 p.m.,2016-06-17,2:30 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/2199/2750/
,Media lawyers brown bag,2016-06-17,12:45 p.m.,2016-06-17,2:15 p.m.,TBA,"Does your investigation contain complex legal questions? Unsure of how to proceed? During the media lawyers brown bag, between 12:45 and 2 p.m. on Friday, June 17, bring your lunch and your questions for a personal discussion with some prominent media law experts that will be presenting throughout the 2016 IRE Conference. We'll provide drinks and dessert.
",Galerie 6,http://ire.org/events-and-training/event/2199/2733/
,Constructing the narrative: An unbelievable story of rape,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Ken Armstrong, T. Christian Miller","Want to turn an investigation into a 12,000-word story without a nut graph? Then this is the panel for you. We'll share lessons from the Pulitzer Prize-winning “An Unbelievable Story of Rape,” a dual-track narrative that broke with convention while exemplifying the benefits of two writers and two news organizations partnering up. We'll talk about suspense, voice, shifts in perspective, jumps in time, and layers of reveal. We'll also offer tips on how to report a story in a way that will allow you to tell it cinematically.
",Salon F-H,http://ire.org/events-and-training/event/2199/2570/
,NICAR Commons: Civility and freedom of speech,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Lynn Walsh,"**Moderated by Lynn Walsh, Society of Professional Journalists
Are we becoming too PC and sensitive? Is this impacting how we cover issues and produce news content? Join the discussion as we tackle story pitches, how we interview story subjects, and more.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2778/
web development,Web scraping without programming (Sponsored by Knight Foundation),2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Steve Reilly,"The web is full of valuable data and documents hidden in hard-to-reach places. In this session, we'll go over free tools and techniques you can use to extract structured data from websites and get it into a usable format without writing a single line of code.
",Galerie 1,http://ire.org/events-and-training/event/2199/2587/
"spreadsheets, regex",Advanced OpenRefine: Using regular expressions,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Sarah Cohen,"This class will cover using some of the advanced regular expressions and cleaning techniques available in OpenRefine.
The session is best for: people who have used OpenRefine or its predecessor, Google Refine, for simple data cleaning tasks such as faceting, simple clustering, and common transformations.
",Salon C,http://ire.org/events-and-training/event/2199/2645/
,Mastering the investigative interview: Questioning the way you take on your targets,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Julian Sher,"We do them every day, often without thinking. Maybe that's the problem – even as pros we make basic mistakes in interviews because we are not thinking strategically and tactically. Politicians, businesspeople and PR flacks are experts at jumping on the smallest opening we give them, the tiniest mistake in formulating a question. It's not just about getting the facts out – it's about how to dramatically rethink the way you approach interviews, how to master the basic rules of tough interviews, and then learn how to break them when needed.
Julian Sher is the senior producer of CBC TV's the fifth estate, Canada's premier investigative TV program and the author of six books. His articles have appeared in The New York Times, the Toronto Star and the Globe and Mail. More at www.juliansher.com.
",Galerie 6,http://ire.org/events-and-training/event/2199/2609/
,Uncovering stories on the business beat (Sponsored by Bloomberg),2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Dakin Campbell, Michael Grabell, Pat Beall, Will Sutton","**Moderated by Will Sutton, Grambling State University
No matter what beat you cover, business and finance are increasingly becoming key areas to understand and mine. Get story ideas and advice on how to track down information from essential topics, from banking and finance to worker's issues and consumer protection.
",Salon E,http://ire.org/events-and-training/event/2199/2683/
databases,Intro to SQL,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,Thomas Thoren,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use the (free) database manager SQLite for this class.
This session will be most useful if: You have some experience working with data in columns and rows, in spreadsheets or database managers.
",Salon A,http://ire.org/events-and-training/event/2199/2634/
,Broadcast deep dives 2 (Sponsored by Napoli Management Group),2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Matthew Glasser, Harry Hairston, Andres Cediel, Daffodil Altan, Joel Grover",,Galerie 2,http://ire.org/events-and-training/event/2199/2589/
,Involving your audience in your investigation,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Michelle Holmes, Robert Benincasa, Shawn McIntosh, Dave Maass","**Moderated by Shawn McIntosh, The Atlanta Journal-Constitution
Readers and viewers can become key players in your investigation, informing and enriching work conducted by newsroom journalists. This panel will cover best practices in tapping the wisdom of crowds, including systems to encourage and vet tips, using audience to collect and review public records, crowdsourcing key pieces of stories and building communities of influencers who will help verify your work, build its credibility and even distribute it.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2617/
,"Broadcast: Hoaxes, con men & frauds",2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Ira Rosen, Tony Kovaleski, Matthew Mosk","Reporters are a target for phony documents and sources more often than you think. How do you spot the fakes? Hear cautionary tales from the field in this session.
",Galerie 3,http://ire.org/events-and-training/event/2199/2583/
,Management: Making newsroom partnerships work,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Ken Foskett, Lorie Hearn, Mark Greenblatt, Kirsten Danis","**Moderated by Mark Greenblatt, Scripps Washington Bureau
The Perils, Pitfalls and Major Payoffs of Partnerships: Hear advice from seasoned veterans on how to establish buy-in from newsrooms with similar goals yet different distribution platforms, how to build trust among the reporting partners and how to negotiate and work through the problems that are certain to arise. What makes partnerships great? What dooms them to failure? Learn how to pick the right story, the right partner, and how doing so might benefit everyone.
",Salon D,http://ire.org/events-and-training/event/2199/2665/
,Research gumbo,2016-06-17,2:30 p.m.,2016-06-17,3:30 p.m.,"Barbara Gray, Margot Williams","Investigative reporters will be served a stew of the latest tools and tricks for public records research, online privacy, advanced search techniques, alerting services and personal web caching and archiving.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2603/
,Show & Tell *Friday - #4 (Sponsored by Napoli Management Group),2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,Al Tompkins,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2721/
databases,Digging deeper with SQL: Grouping and summing,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,T. Christian Miller,"This SQLite workshop will build up your SQL muscles, adding some common tasks that journalists need every day: checking for missing data, grouping your data, getting counts and sums and doing math in SQL.
Prerequisites: It is recommended that you take 'Intro to SQL: Interrogating data' or have some familiarity with SQL.
",Salon A,http://ire.org/events-and-training/event/2199/2635/
,Turning your investigation into: A play,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Andy Donohue, Jennifer Welch, Michelle T. Johnson, Mike McGraw","**Moderated by Andy Donohue, Reveal/CIR
You take a real-life investigation, full of real characters, complications and controversies, and you it turn into live theater. In this session, we'll explore how journalists, playwrights, producers, actors and, of course, lawyers, can work together to not only tell a story in a new way, but explore new angles and breathe fresh life into important stories.
",Galerie 6,http://ire.org/events-and-training/event/2199/2579/
,"NICAR Commons: Trolls, predatory lending and resegregation: Exploring Livingston Award winning stories with the Knight Foundation",2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,Jennifer Preston,"**Moderated by Jennifer Preston, Knight Foundation
Meet the 2016 winners of The Livingston Awards for Young Journalists who will describe how they produced award-winning investigative reporting using data, unusual cross-country partnerships and a trip to Russia to find the trolls wrecking the Internet.
Speakers on this panel include:
 
",Preservation Hall,http://ire.org/events-and-training/event/2199/2787/
,Management: Culture change - Steering your newsroom into the multiplatform world,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Lawan Hamilton, David Boardman, Robert Rosenthal, Stephen Engelberg","**Moderated by David Boardman, Temple University
Leading any newsroom — especially a legacy newsroom — through the cultural, technical and workflow changes necessary to be a true multiplatform organization is a challenge. But the result can be powerful journalism that has far more impact. Three veteran news leaders discuss how they have led the charge, and share some of the most dramatic results.
",Salon E,http://ire.org/events-and-training/event/2199/2597/
,Investigating child mistreatment,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Duff Wilson, Greg Smith, Jenifer McKim, Kathleen Johnston","**Moderated by Kathleen Johnston, CBS News
Stories about troubled children -- from babies born with drug addictions to youths abused and neglected in licensed childcare facilities or at home under the watch of social workers -- often are hidden under a veil of secrecy and shielded by convoluted confidentiality laws. Reporters from the NY Daily News, Reuters and the New England Center for Investigative Reporting provide useful tips on how to access hard-to-find information using state and federal public disclosure laws as well as report and write impact-driven stories with the help of often vulnerable sources and innovative storytelling techniques. These investigations can have direct and tangible impacts on laws and policies.  
",Studio 9-10,http://ire.org/events-and-training/event/2199/2658/
spreadsheets,Excel tricks,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,Meghan Hoyer,"Learn about various tools and functions in Excel that come in handy when you need to re-structure or otherwise get your data ready for analysis. We'll cover string functions, logical functions, date functions, merging data using lookup functions, and perhaps a few other nifty tricks if time allows. This is a fast-paced class intended to introduce you to these tools, not master them. But you'll walk out with practice data and a 20-page tipsheet from MaryJo Webster that covers, in detail, everything we do in class, plus other great Excel tips.
Recommended for: anyone feeling comfortable with basic Excel functions and formulas.
",Salon C,http://ire.org/events-and-training/event/2199/2707/
,Reporting on guns,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Lois Beckett, Ben Hallman, Matt Drange, Mike McLively, Jonathan Bullington","**Moderated by Matt Drange, Forbes
With more guns than people in the U.S., you'd think there would be an army of journalists covering every aspect of guns, from gun violence to the business of guns to gun policy and everything in between. The reality is, there are precious few journalism resources dedicated to consistent coverage of guns. Most newsrooms only get involved when there's a mass shooting. Come hear from some of the best in the business as we talk about how to cover guns and highlight recent in-depth reporting on them. We aim to send you back to your newsroom with story ideas you can execute right away, along with resources you can use for the long haul.
",Salon D,http://ire.org/events-and-training/event/2199/2592/
,Broadcast: Rolling investigations,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Tisha Thompson, Phil Williams, Lee Zurik","No one has the luxury of disappearing from the air for six months - or three (or even one). That doesn't mean we cannot do long-term investigations. These veteran investigative reporters will discuss how they've done long-term investigations -- one story at a time.
",Galerie 3,http://ire.org/events-and-training/event/2199/2584/
,Navigating legal minefields in the source-journalist relationship,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"David Schertler, Karen Williams, Mark MacDougall, Michael Isikoff","**Moderated by Michael Isikoff, Yahoo News
Sources who help expose corruption or misconduct sometimes violate the law by taking evidence that is not their property. But what about the source who is breaking the law in real-time or who tells a journalist about the crimes that she plans to commit? What can a journalist do to protect a source who is keeping classified information on a home computer - and the journalist will shortly publish a story that will focus law enforcement attention directly on the source? What if the crime goes beyond just spiriting documents out of the office and involves more serious offenses – and the journalist know about it? Other real-life episodes to be considered include: Dealing with sources who proffer classified information, sources who secretly (but unlawfully) record telephone calls or intercept other communications, the risks involved when a source is also a computer hacker, and little-known tools that can be used to protect anonymous sources. This session will focus on how the law treats these cases and what can be done by journalists to protect themselves and their sources from criminal exposure - and still get the story.
",Salon F-H,http://ire.org/events-and-training/event/2199/2601/
,How graph databases can help uncover wrongdoing (Sponsored by Knight Foundation),2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Mar Cabra, William Lyon","Answering the question of “who is connected to whom?” is crucial to any investigation. Criminals, tax evaders, drug traffickers... they all work in networks. Graph databases can help you make sense of these networks and easily visualize the connections. Learn how the International Consortium of Investigative Journalists turned documents into a public database of secretive offshore companies and how you can use Neo4j and graph databases to make sense of connected data and find hidden stories.
",Galerie 1,http://ire.org/events-and-training/event/2199/2588/
,Networking: Getting plugged into journalism around the world,2016-06-17,3:45 p.m.,2016-06-17,4:45 p.m.,"Alejandro GonzÃ¡lez, David Lemayian, Amanda Strydom, Carlos Eduardo Huertas, David Kaplan, Drew Sullivan, Rana Sabbagh","**Moderated by David Kaplan, Global Investigative Journalism Network
It's a networked world, and your stories are bound to lead overseas at some point. You'll need sources, friends, and colleagues, so here's where to start: we've brought together journalists from leading investigative reporting networks in Africa, Eurasia, Latin America, and the Middle East, plus a special guest from Cuba. We'll show you how to get connected and how to follow trails of money and people from your local community to the farthest reaches of the planet. We've got better tools and stronger networks than ever before, so come meet these extraordinary journalists who serve as bridges linking reporters worldwide.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2684/
databases,Joining data with SQL,2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,Ronald Campbell,,Salon A,http://ire.org/events-and-training/event/2199/2636/
,Fundamentals of Neo4j graph database for data analysis,2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,William Lyon,"Graph databases have been used to make sense of data for stories such as the Panama Papers and analyzing FEC campaign contributions. Being able to model and query data as a graph enables us to draw insights from highly connected data such as email records, leaked documents, and public data.
In this hands on session we will introduce you to the Neo4j graph database, including:
- An overview of the property graph data model and how to model data as a graph
- A comparison of the property graph to other data models and database systems
- How to load datasets into Neo4j from public web APIs
- How to query Neo4j using Cypher, the query language for graphs
- How to use graph visualization tools to explore and draw insight from the data
This hands-on session is intended for those familiar with basic database concepts and who have at least some experience working with a database (such as writing SQL queries).
",Salon C,http://ire.org/events-and-training/event/2199/2655/
,Show & Tell *Friday - #5 (Sponsored by Napoli Management Group),2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,Al Tompkins,"**Moderated by Al Tompkins, Poynter
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2722/
,"Showcase: From investigation to movie, behind the scenes of Spotlight",2016-06-17,5:00 p.m.,2016-06-17,6:15 p.m.,"Sacha Pfeiffer, Mike Rezendes, Blye Faust, Josh Singer, Martin Baron, Walter Robinson, Stephen Engelberg","**Moderated by Stephen Engelberg, ProPublica
Go behind the scenes with the investigation and movie that showed the public what the work of investigative reporting is really like, and the impact it can have. Members of the Globe Spotlight team who worked on the Catholic Church investigation, and Martin Baron, who was the paper's editor at the time, are joined by two members of the team that made the film, screenwriter Josh Singer and producer Blye Pagon Faust. And stick around for the announcement of the winner of a $100,000 fellowship to work on an investigative project with the current Globe Spotlight team. Immediately following this session, candidates for the IRE Board will make short statements to help you make your choice before you vote.
",Salon D-E,http://ire.org/events-and-training/event/2199/2593/
,IRE Board candidate speeches,2016-06-17,6:15 p.m.,2016-06-17,6:30 p.m.,TBA,"Meet the candidates for the IRE Board of Directors on Friday at 6:15 p.m. in Salon D-E following the Showcase Panel. Learn more about the candidates and election.
",Salon D-E,http://ire.org/events-and-training/event/2199/2754/
,IRE Sales Table (Saturday),2016-06-18,8:00 a.m.,2016-06-18,6:00 p.m.,TBA,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.  Sales will be located in Preservation Hall on the 2nd floor of the New Orleans Marriott.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2747/
,IRE Conference Registration (Saturday),2016-06-18,8:00 a.m.,2016-06-18,6:00 p.m.,TBA,,"Preservation Booth, 2nd floor",http://ire.org/events-and-training/event/2199/2744/
,Turning your investigation into: A book,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Ronnie Greene, Nancy Stancill, Mike Stanton, Josh Meyer","**Moderated by Josh Meyer, NBC News
Non-fiction book writing is a creatively satisfying (and sometimes lucrative) way of taking your investigative project to the next level, and to a potentially global audience. It ‘s a great way to make use of all that research and reporting you did for your project that didn't “make it in.” And it's one of the last bastions of in-depth investigative reporting, especially for those not still working for large mainstream media outlets. Even though bookstores are closing, there are many exciting opportunities on publishing's digital frontier. These published author/journalists share their best advice, and offer lessons learned and cautionary tales.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2659/
,How to investigate the war on women's health,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Hannah Levintova, Marianne Szegedy-Maszak, Molly Redden, Nina Martin","**Moderated by Marianne Szegedy-Maszak, Mother Jones
In the first quarter of 2016, state lawmakers introduced more than 1,000 restrictions on sexual and reproductive health—more than 400 related to abortion alone. This election season, this conflict will rage on and will touch millions of lives. That's why this realm is ripe for investigative reporting. A panel of reporters and editors who cover this beat will offer advice on how to dig deeper on reproductive rights. They'll discuss intersections with other beats, the unique challenges of interviewing sources on either side of a stark ideological divide, and best practices for researching the major players involved—the donors, lobbyists, scientists, and politicians.
",Salon E,http://ire.org/events-and-training/event/2199/2672/
,"Jaw-droppingly cool online tools and apps that journalists love (Sponsored by TEGNA, Inc.)",2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Al Tompkins,"This session is part tent revival, part journalism party.
Poynter's Al Tompkins will show you how to turn your phone into a sort of Swiss Army knife of tools for your journalism.
You will:
-learn how to capture interactive photos-learn how to make videos interactive so the user can hover over the image and data and links pop out-learn to quickly build a photo slideshow with graphics-build custom beautiful graphics without any design skills -see how to turn online text into interactive multimedia text for free-build before and after sliders in 30 seconds
Everything you learn you will be able to accomplish in two minutes or less with no coding skills. And best yet, everything Al shows you will be free.
Bring your iPhone or iPad fully charged and connected to the wireless system and be ready to go. We will do tons of hands on work live in this session.
",Salon D,http://ire.org/events-and-training/event/2199/2621/
,Finding the story: Cracking the political piggy bank,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Christopher Schnaars,"In this hands-on class, you will learn how to find and download real-time campaign-finance data from the Sunlight Foundation and analyze it in Excel to find local stories on deadline. We also will spend some time with the Federal Election Commission's new beta website, use the FEC's candidate and committee viewer to find reports and discuss where the golden nuggets are buried.
Prerequisites: A basic working knowledge of Excel is helpful but not necessary. Most of the Excel work will involve sorting and filtering, which we'll cover in class.
",Salon B,http://ire.org/events-and-training/event/2199/2654/
,"NICAR Commons: The good, bad & the ugly parts of newsrooom on-boarding processes (and how can we make them better)",2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Sandhya Kambhampati,"**Moderated by Sandhya Kambhampati, Knight-Mozilla OpenNews fellow
Knight-Mozilla OpenNews fellow, Sandhya, wants to hear about how your newsroom is dealing with institutional knowledge that is lost when a person leaves your newsroom. Let's have a discussion about how we can work through ways to make these processes more efficient and useful for the future. You can also take her survey: bit.ly/newsroomonboarding
",Preservation Hall,http://ire.org/events-and-training/event/2199/2785/
spreadsheets,Protecting kids: Accessing child welfare records,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Sarah Butrymowicz, John Ferrugia, Clark Fouraker","This panel will give you examples of how to investigate child welfare and services cases when much of the material involved is not open to the public. John Ferrugia will give you tips on how to track down these closed records through interested parties in the case who have reason to help you. Ferrugia will show you where and how to find a history of abuse and whether the agency is covering up its mistakes. Clark Fouraker will help you understand your rights in attending hearings that some states will tell you are closed. And, he'll lead you to other agencies who have files and information that can help give you what you need to investigate child deaths -- files you can't get from the human services agencies. Sarah Butrymowicz will tell you what records to request when looking at state licensed day care centers, what data is important, and how to interpret it to find out if the state is holding the private centers to minimum standards of care and monitoring. Her findings on abuse of children and lack of fines and accountability are stunning.
",Salon F-H,http://ire.org/events-and-training/event/2199/2611/
,Show & Tell *Saturday - #1 (Sponsored by Napoli Management Group),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Lea Thompson,"**Moderated by Lea Thompson
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2723/
,Audio class with Reveal,2016-06-18,9:00 a.m.,2016-06-18,12:30 p.m.,TBA,"Wondering how to turn your stories into driveway moments and compelling audio narrative? Then come to an intensive three hour workshop with award winning radio journalists from Reveal, the investigative news program from The Center for Investigative Reporting and PRX.
We will explore the power of audio narrative, how to plan for your radio field gathering to get the most from your interaction with your sources, how to interview for good narrative, and how to build scenes and emotion into your writing. We will discuss different formats used in radio and audio work.
The field is exploding, so whether you're interested in becoming a collaborator of Reveal, a television journalist experimenting with other platforms, or a multimedia storyteller-this workshop will be hands -on training and development. It will be followed by a panel discussion of best practices.
",Galerie 6,http://ire.org/events-and-training/event/2199/2618/
,Coding for journalists (pre-registered attendees only),2016-06-18,9:00 a.m.,2016-06-18,12:30 p.m.,Alex Richards,"Over the course of two half-day sessions, this workshop will cover the ways basic programming in Python can collect data for stories from the web, assist with some repetitive tasks you've probably been doing by hand and generally speed up your reporting. This hands-on training will cover the fundamental coding concepts and libraries you need to know about, as well as how to apply them to your own stories.
This course is designed for coding beginners who already have some experience with spreadsheets, SQL, the computer command line and basic HTML. You will need to attend both parts of the workshop (Saturday and Sunday mornings from 9 a.m. - 12:30 p.m.). Preregistration is required and seating is limited. Laptops will be provided for the training. **Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
",Salon C,http://ire.org/events-and-training/event/2199/2542/
,New tools for political investigative reporting: The Background Machine and The Legislative Influence Detector (Sponsored by Knight Foundation),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Joe Walsh, Brandon Quester, Evan Wyloge, Justin Price, Kat Duffy","From engaging the public with background checks on public officials to programmatically identifying model bills in state legislatures, this session will focus on new tools you can use to bring greater accountability to the political process. The Background Machine is an open-source tool that uses crowd-funding and tips to organize and pay for deep checks on political candidates. The Legislative Influence Detector is a powerful tool using an algorithm to identify similar or identical phrases in legislation, comparing bills introduced throughout the United States. And what's best, we're giving away what we've developed. With just a list of candidates, you can start using The Background Machine in your newsroom for this election, and by changing just a few lines of AZCIR's LID python code, you can start finding model legislation introduced in your state.
",Galerie 1,http://ire.org/events-and-training/event/2199/2627/
,Investigating billionaires,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Lowell Bergman, Monika Bauerlein, Stephanie Grimes, Tim O'Brien, Reg Chua","**Moderated by Reg Chua, Reuters
Peter Thiel bankrolling Hulk Hogan's case against Gawker has thrown the issue into sharp relief: What happens when people of limitless wealth are offended by journalism, and decide to fight back? Each of the journalists on this panel has had a personal brush with covering the 0.0001 percent—from Timothy O'Brien, sued by Donald Trump for revealing that Trump is not actually a billionaire, to Stephanie Grimes, who was let go by Sheldon Adelson's Las Vegas Review-Journal after live-tweeting newsroom debates over the casino tycoon's takeover. Mother Jones' Bauerlein was personally sued by Idaho billionaire Frank Vandersloot over her newsroom's coverage of his political activism; Bergman and Ross have spent their entire careers fighting off wealthy, litigious subjects. As the uberwealthy take to the courts as a way to punish inconvenient coverage, can the press keep fighting back?
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2712/
,Exhibitor/Recruiter Hours (Saturday),2016-06-18,9:00 a.m.,2016-06-18,5:00 p.m.,TBA,,Preservation Hall,http://ire.org/events-and-training/event/2199/2753/
,Designing database applications to increase page views and ad revenues (Hosted by Caspio),2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,Edward Garcia,"With journalists facing increasing pressure to create data interactives that engage more readers, it's important to optimize data-driven applications for interactivity, traffic, and page views. Learn how to design and deploy revenue-generating applications that will continue to serve as long-lasting data assets. This demo will showcase real-world examples and techniques for building “share-worthy” hyper-local applications. Technologies covered: Caspio, Google maps, AJAX, location proximity, CDN, data feeds, SEO, and cross-channel deployment (web, mobile and social).
Note: Pre-registration is not required, but is recommended to receive your free Caspio account pre-loaded with demo apps for the session. Register
This session is good for: Everyone.
",Salon A,http://ire.org/events-and-training/event/2199/2700/
,Broadcast: Feeding the beast,2016-06-18,9:00 a.m.,2016-06-18,10:00 a.m.,"Randy Mac, Scott MacFarlane, Amy Corral, Aaron Diamant","NBC4 Los Angeles I-Team Consumer Investigator Randy Mac and Consumer Producer Amy Corral teamed up for the first time in October 2014 – and hit the ground running, delivering close to 90 stories over the next year and a half.  In the age of limited news resources, generating that much content is challenging, but with a little creative strategizing, it's certainly possible. Randy and Amy will share their seven secrets to “Feeding the [Consumer] Beast.”
",Galerie 3,http://ire.org/events-and-training/event/2199/2622/
,"When, why and how to use unnamed sources (Sponsored by Knight Foundation)",2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,Steve Buttry,"Unnamed sources can be the key to a powerful whistleblowing investigation, or can damage the credibility of your story. Or both. In this workshop, we'll discuss situations that justify granting confidentiality to a source, as well as those that don't. We'll discuss how to use unnamed sources as a pathway to documentation or named sources. We'll also discuss how to persuade a source to speak on the record.
",Galerie 1,http://ire.org/events-and-training/event/2199/2572/
,Looking out for your audience: From scams to ripoffs to wrongdoing,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Lee Rood, Raquel Rutledge, Julie Watts, Mc Nelly Torres","**Moderated by Mc Nelly Torres, NBC6 Miami
Consumer investigations always hit a nerve: People lose money, their dignity and sometimes they get hurt. In this session, you'll learn how to find the document trail scam artists leave behind and how to use readers, viewers and authorities to get results.
",Salon E,http://ire.org/events-and-training/event/2199/2567/
,Management: Why won't you just do what I want? Fixing the reporter-editor relationship,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Matt Apuzzo, Brett Blackledge, Amy Fiscus, Adam Goldman","As an editor, how do you bring out the best in your reporters? As a reporter, how do you become the one who repeatedly gets the best assignments? Most importantly, how do you keep from strangling each other in the process? Hear practical tips from top reporters and editors about what the other side wants, and how to manage this crucial relationship to keep you both fulfilled.
",Salon F-H,http://ire.org/events-and-training/event/2199/2590/
,Getting started with R,2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,"Christine Zhang, Ryan Menezes","Add statistical heft to your reporting by using R, a free, powerful open-source programming language. This session will tackle the basics of R while exploring New Orleans census data. In addition to learning more about IRE's host city, you'll be importing data, installing packages, working with variables, and sorting and organizing your data.
This session is good for: People comfortable working with code, people with basic data knowledge.
",Salon A,http://ire.org/events-and-training/event/2199/2637/
,Show & Tell *Saturday - #2 (Sponsored by Napoli Management Group),2016-06-18,10:15 a.m.,2016-06-18,11:15 a.m.,Patricia DiCarlo,"**Moderated by Patricia DiCarlo, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2724/
