Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Sports investigations,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,"Shaun Assael, John Diedrich, Steve Riley, Kevin Merida","**Moderated by Kevin Merida, ESPN The Undefeated
",Studio 9-10,http://ire.org/events-and-training/event/2199/2662/
,Finding the story: Lottery scandals,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,Russ Ptacek,,Salon A,http://ire.org/events-and-training/event/2199/2647/
,Human rights investigations (Sponsored by Dart Center for Journalism & Trauma),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,TBA,,Salon D,http://ire.org/events-and-training/event/2199/2669/
,Broadcast deep dives 3 (Sponsored by Napoli Management Group),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,"Michael Bott, Stephen Stock, Brian Collister, Joe Ellis, Chris Vanderveen",,Galerie 2,http://ire.org/events-and-training/event/2199/2630/
,Best of broadcast,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,Tisha Thompson,,Galerie 3,http://ire.org/events-and-training/event/2199/2625/
,Unleash the data: Tools and tricks for taming PDFs (repeat session),2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,Miguel Barbosa,"This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This class is best for: People who are unfamiliar with the PDF to text tools or would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF documents.
",Salon C,http://ire.org/events-and-training/event/2199/2650/
,Getting started with coding 2,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,Christopher Schnaars,,Salon B,http://ire.org/events-and-training/event/2199/2649/
,When journalism and security research collide (Sponsored by Knight Foundation),2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Jeremy Gillula, Dave Maass","Since the Snowden revelations, we've seen an uptick in journalists teaming up with technologists for deep research into government surveillance and digital freedom. At the Electronic Frontier Foundation, staff are combining traditional journalist techniques with security research to generate new kinds of investigations, from exposing insecure software giveaways by police to revealing mismanaged license plate reader networks. EFF Staff Technologist Jeremy Gillula and EFF Investigative Researcher Dave Maass will discuss some of their most impactful investigations and outline ways that technologist and reporters can combine forces in the years to come.
",Galerie 1,http://ire.org/events-and-training/event/2199/2711/
,"Campus coverage: Investigating entrenched powers, from athletics to fraternities and more",2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Marcelo Rochabrun, Craig Flournoy, Camri Nelson, Dan Kane, Michael Lindenberger","**Moderated by Michael Lindenberger, The Dallas Morning News
",Salon F-H,http://ire.org/events-and-training/event/2199/2576/
"statistics, spreadsheets",Stats in Excel,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,Steve Doig,"You don't need a special statistics program to run simple statistics. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean.
This session will be most helpful if: You already are comfortable with using functions in Excel.
",Salon A,http://ire.org/events-and-training/event/2199/2639/
,Innocence projects,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Alec Klein, Brian Patrick O'Donoghue, Maurice Possley, Brad Heath","**Moderated by Brad Heath, USA TODAY NETWORK
",Studio 9-10,http://ire.org/events-and-training/event/2199/2678/
,Uncovering stories on the environmental beat,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Rosalia Omungo, Ben Raines, Mike Soraghan, Mark Schleifstein","**Moderated by Mark Schleifstein, The Times-Picayune, NOLA.com
",Salon E,http://ire.org/events-and-training/event/2199/2614/
,Show & Tell *Saturday - #4 (Sponsored by Napoli Management Group),2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,TBA,"Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday. Check back on Friday, June 17 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2726/
,Broadcast: Working on your own,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Philip Drechsler, Brendan Keefe, Danielle Leigh",,Galerie 3,http://ire.org/events-and-training/event/2199/2626/
,Innovations in storytelling,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Paul Cheung, Adam Playford",,Salon D,http://ire.org/events-and-training/event/2199/2670/
,Uncovering stories on the local government beat,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Nick Grube, Terri Langford, Travers Mackel",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2610/
,Longform investigative narrative: Telling stories on different platforms,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,"Raney Aronson-Rath, Greg Borowski, Susanne Reber, Dave Savini","**Moderated by Dave Savini, CBS/WBBM Chicago
",Galerie 6,http://ire.org/events-and-training/event/2199/2675/
,Web scraping for anyone (repeat session),2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,Samantha Sunne,"You don't have to write code to coax data off the web - with some clicks and tricks and elbow grease, you can get data and documents even your sources don't want you to have. We'll cover tools you can use out of the box, more advanced techniques, plus secret Internet passageways to the data you want.
",Salon B,http://ire.org/events-and-training/event/2199/2709/
,Free options for mapping (Sponsored by Knight Foundation),2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,David Herzog,,Galerie 1,http://ire.org/events-and-training/event/2199/2629/
,Coding for journalists (cont'd) **pre-registered attendees only (Sunday),2016-06-19,9:00 a.m.,2016-06-19,12:30 p.m.,Alex Richards,"This is a continuation of Saturday's hands-on workshop.  Pre-registered attendees only. 
",Salon C,http://ire.org/events-and-training/event/2199/2543/
,Finding the story: Bridges,2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,Liz Lucas,"Every state has bridges: how safe are yours? This is a question that appeals to everyone (we all drive and/or walk on bridges), and the National Bridge Inventory can help you answer it. In this session, we'll dive into the data for Louisiana, discuss additional sources, and sketch out stories that work in any city. â
To get the most from this session, you should have some experience working with data in spreadsheets.
",Salon A,http://ire.org/events-and-training/event/2199/2708/
,Finding stuff online: A journalist's guide to tracking down information,2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,"Jaimi Dowdell, Mark Horvit",,Salon 9-10,http://ire.org/events-and-training/event/2199/2613/
,Grilling Jerry Mitchell for breakfast (Sponsored by Knight Foundation),2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,"Jerry Mitchell, Robert Cribb","**Moderated by Robert Cribb, Toronto Star
",Galerie 1,http://ire.org/events-and-training/event/2199/2730/
,Career roundtable,2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,"Sarah Cohen, Jennifer Forsyth, Josh Meyer, Steven Rich, Jill Riepenhoff, Stephen Stock, Mark Horvit","**Moderated by Mark Horvit, IRE/NICAR
Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for.
",Salon E,http://ire.org/events-and-training/event/2199/2671/
,"Brave new world: Monitoring activists, monitoring reporters (Sponsored by The Media Consortium)",2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,"Brandi Collins, Steven Renderos, Mike Rispoli","Surveillance has gone 360 degrees. Live video footage scrambled by jammers. Stingrays intercept phone calls. Video from drones flying overhead can immediately be parsed by facial recognition software to identify individuals. Metadata helps the NSA (and corporations) guess where we will go next, who we associate with, and more. Increasingly, the NSA, FBI and local police work together to conduct surveillance on activists--and journalists.
",Salon F-H,http://ire.org/events-and-training/event/2199/2679/
,Year in investigations,2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,"Jaimi Dowdell, Megan Luther","Pick up some story ideas and be inspired with the highlights of some of the year's best investigations.
",Salon 9-10,http://ire.org/events-and-training/event/2199/2612/
,Using U.S. FOIA to get information on your own country,2016-06-19,11:30 a.m.,2016-06-19,12:30 p.m.,"Mark Horvit, Jaimi Dowdell",,Studio 9-10,http://ire.org/events-and-training/event/2199/2663/
,The digital FOIA: How to get the government to give you the database you want (Sponsored by Knight Foundation),2016-06-19,11:30 a.m.,2016-06-19,12:30 p.m.,T. Christian Miller,,Galerie 1,http://ire.org/events-and-training/event/2199/2731/
spreadsheets,Getting data into Excel (repeat session),2016-06-19,11:30 a.m.,2016-06-19,12:30 p.m.,Megan Luther,,Salon B,http://ire.org/events-and-training/event/2199/2710/
