Topic,Title,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Ethnography for journalists: Storytelling and the deep dive,2015-06-05,11:20 a.m.,2015-06-05,12:20 p.m.,False,"Sarah Stillman, Paige Williams - This session explores the kind of deep-dive, immersive reporting that produces narratives as varied as Stillman's ""Where Are the Children?"" and Williams's ""The Tallest Trophy,"" both from recent issues of The New Yorker. Such storytelling requires an investment in people and place; it demands the kind of detailed, fly-on-the-wall reporting that Walt Harrington calls ""intimate journalism,"" and shares parallels with ethnography, the scientific description of how a community or culture lives.
 | URL: http://ire.org/events-and-training/event/1574/1938/",Franklin 3&4,False
,Finding the story: Bridge inspections,2015-06-05,11:20 a.m.,2015-06-05,12:20 p.m.,False,"Liz Lucas - Every state has bridges: how safe are yours? This is a question that appeals to everyone (we all drive and/or walk on bridges), and the National Bridge Inventory can help you answer it. In this session we'll dive into the data for Pennsylvania, discuss additional sources, and sketch out stories that work in every city. âTo get the most from this session, you should have some experience working with data in spreadsheets.
 | URL: http://ire.org/events-and-training/event/1574/2022/",Room 404,False
,Lunch on your own (Friday),2015-06-05,12:30 p.m.,2015-06-05,2:30 p.m.,False,,See printed schedule for room information,False
,Media lawyers brown bag,2015-06-05,12:45 p.m.,2015-06-05,2:00 p.m.,False,"Amy Ginensky, Frank LoMonte, Terry Mutchler - Does your investigation contain complex legal questions? Unsure of how to proceed? During the media lawyers brown bag, between 12:45 and 2 p.m. on Friday, June 5, bring your lunch and your questions for a personal discussion with some prominent media law experts that will be presenting throughout the 2015 IRE Conference. We'll provide drinks and dessert.
 | URL: http://ire.org/events-and-training/event/1574/2093/",Franklin 3&4,False
,20 tools to fortify your social media,2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Doug Haddix - Whether you're a social media novice or sophisticate, you'll discover new tools and tactics with these proven apps and websites. Most are free or low cost. Tame Twitter with apps to help you find sources, uncover connections and mine posts. Discover ways to find social posts by location to target specific neighborhoods or communities for sources and information. Learn about simple tools to make compelling charts, maps, and other visuals to make your posts more shareable and engaging. Find ways to manage the social media firehose with automated curation, scheduled posts and effective monitoring.
 | URL: http://ire.org/events-and-training/event/1574/1932/",Franklin 1&2,False
,Broadcast: Avoiding legal trouble,2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Steve Chung, Kathleen Johnston, Barbara Wall - **Moderated by Kathleen Johnston, independent journalist
Learn why it's not better to ask for forgiveness rather than permission when tackling that big project. Two of broadcast's best lawyers answer your thorny legal questions and the importance of getting your counsel involved early the investigation process. 
 | URL: http://ire.org/events-and-training/event/1574/1956/",Franklin 9&10,False
,Covering the economics of medicine (Sponsored by Bloomberg),2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"David Cay Johnston, Dean Baker, Alicia Mundy - With healthcare costing 17.4 percent of the economy, knowing who gets the money, why we spend twice the average of other rich countries and how to think about cost issues can be valuable in identifying stories. Two journalists who have long reported on health care economics and an economist who has written extensively on how patent law and trade policies drive up health care costs will show you the data and suggest ways to think about the issues.
 | URL: http://ire.org/events-and-training/event/1574/1967/",Salon C,False
,"Writing master class: ""Before the Law""",2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Stephen Engelberg, Jennifer Gonnerman - **Moderated by Stephen Engelberg, ProPublica
Jennifer Gonnerman, a New Yorker staff writer, will walk the audience through her heartbreaking story about Kalief Browder, an 18-year old who spent three years inside New York's Riker's Island jail awaiting trial for stealing a backpack, charges that were ultimately dropped. Attendees will get the most out of this session if they spent some time with “Above the Law,'' a finalist for the Pulitzer in feature writing which can be found here: http://www.newyorker.com/magazine/2014/10/06/before-the-law
 | URL: http://ire.org/events-and-training/event/1574/1945/",Franklin 5&6,False
,Get the Sqoop: An easier way to search and set alerts for public records information (Sponsored by Knight Foundation),2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Bill Hankes - Retrieving and searching through public records is the lifeblood of investigative reporting, yet it can be painful. Worse, if you're a business journalist, is missing the scoop because a particular disclosure was filed 10 minutes after you searched for it. If only you could be alerted when there was a disclosure you were interested in.
In this session, learn about tools journalists are using to get a jump on the story. You'll see case studies of nationally and regionally significant stories that reporters generated by using public data tools, everything from changes in the CFO's office at Google, to insight into Boeing's use of technology in its manufacturing process, to discovery of the federal government's pressuring a major consumer electronics company to reveal data about its users, and more.
Although the session will cover a number of public data sites, the emphasis will be on the SEC, the United States Patent Office and the federal court system's PACER (public access to court automated records). The session will review how to find specific types of corporate information in different types of SEC forms such as executive compensation, how to quickly evaluate the newsworthiness of patent applications and grants, and how to maximize PACER data given its paywall.
The session is led by Bill Hankes, the founder and CEO of Sqoop, a news discovery service for journalists.
 | URL: http://ire.org/events-and-training/event/1574/2002/",Franklin 7,False
,Interviewing liars,2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Matt Apuzzo, Don Borelli, Barry McManus - An investigative reporter, a former CIA polygraphist, and an FBI counterterrorism agent give you the tools you need for any interview. Learn how the FBI prepares for an interview and how intelligence professionals build rapport with people who have no incentive to talk. How can you tell when you're being lied to? How should you respond when it happens? And find out how to keep people talking, even when they know they should not.
 | URL: http://ire.org/events-and-training/event/1574/1990/",Salon E,False
,Getting started with R,2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Ryann Grochowski Jones - Add statistical heft to your reporting by using R, a free, powerful open-source programming language. This session will tackle the basics of R: importing data, installing packages, working with variables, and sorting and organizing your data. 
This session is good for: People comfortable working with code, people with basic data knowledge.
 | URL: http://ire.org/events-and-training/event/1574/2016/",Room 401,False
,Investigating the investigators: Digging into regulatory agencies,2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Howard Berkes, Tom Frank, Doug Pardue, Jay LaMonica - **Moderated by Jay LaMonica, Al Jazeera America
From bedrooms to airplanes to coal mines, investigators and regulators are supposed to enforce and protect. This panel looks at what happens when investigators don't do their jobs and investigative reporters step in. Panelists will discuss investigations into the failures of police and courts to protect victims of domestic violence, and the failures of federal regulators to overcome conflicts of interest and regulatory weakness in response to coal mine hazards and crashes of small planes.
 | URL: http://ire.org/events-and-training/event/1574/2101/",Franklin 3&4,False
,Broadcast deep dives 2,2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Vicky Nguyen, Liz Wagner, Jim Strickland, Rick Yarborough, Tisha Thompson - From undercover and interview techniques to research and records requests, watch some of the best investigative stories of the year and hear from the journalists behind the work.
 | URL: http://ire.org/events-and-training/event/1574/2007/",Franklin 8,False
,Cracking the political piggy bank: An introduction to campaign finance data (Sponsored by Rockefeller Brothers Fund),2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Ben Wieder - Learn how to access and analyze federal and state campaign finance data to follow the money in your community. We'll cover how to keep tabs on top donors to your local Congressmen and Senators, and how to track political action committees active in their races. You'll work with data from the Federal Election Commission and learn about other resources available for tracking influence in federal and state elections.
This session is good for reporters who have some experience working with data in spreadsheets.
 | URL: http://ire.org/events-and-training/event/1574/2023/",Room 404,False
,Funding the independent investigation (Sponsored by Fund for Investigative Journalism),2015-06-05,2:30 p.m.,2015-06-05,3:30 p.m.,False,"Esther Kaplan, Jane Sasseen, Ricardo Sandoval-Palos, Brant Houston, Laird Townsend, Nathalie Applewhite - **Moderated by Brant Houston, University of Illinois
This session will present an overview of the challenges to funding an independent investigation, whether by a single freelancer or by an investigative reporting center, and some solutions. Funders will give tips on how to apply to their programs and how to write a successful application. The session allows extended time for questions and answers.
 | URL: http://ire.org/events-and-training/event/1574/1978/",Salon D,False
,More with R,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Coulter Jones - Start using the free stats program R to quickly do statistics for stories. This session will showcase simple charting, analysis techniques and other tools in R that can be used on a daily basis by reporters.
This session is good for: People who attended Getting Started with R or are comfortable working with code, and basic data knowledge.
 | URL: http://ire.org/events-and-training/event/1574/2018/",Room 401,False
,Under pressure: Real life in real time with breaking news (repeat session),2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Stephen Stock - Come experience the real heart pounding excitement of a breaking news simulation where your investigative reporting and computer assisted reporting skills will be put through the ringer and to the test as teams compete to see who can break real, enterprise news in a minute by minute breaking news scenario. Sharpen your skills or learn new techniques to take back to your newsroom to help your team win the day the next time a big breaking news story happens in your backyard. This class can be useful to anyone from novice beginners to experienced internet jockeys. See how good your skills really are.
 | URL: http://ire.org/events-and-training/event/1574/2048/",Room 404,False
,The anatomy of a crisis: Tracking the records trail,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Danielle Ivory, Ken Armstrong - One event can set in motion the creation of data and documents that can prove useful to reporters. In this panel, we'll follow the methodology of picking through the paper and database trails to build an investigation after a crisis. While the panel will focus on two case studies, auto recalls and mudslides, attendees will leave with ideas of how to seek out additional information after an event. 
 | URL: http://ire.org/events-and-training/event/1574/2102/",Franklin 3&4,False
,A case study in virtual reality: Creating an Ebola documentary (Sponsored by Knight Foundation),2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Fergus Pitt - This session will present what's been learned from our prototype production: A VR documentary about the spread of ebola in West Africa; a partnership between The Tow Center For Digital Journalism at Columbia University, PBS FRONTLINE and the Secret Location interactive agency.
It will cover the VR landscape for journalism and the adjacent fields, including just enough history to set the scene and use the advances of our predecessors. And then it's onto sharing our experience so far: lessons about working in this massively new medium. It seems to require journalists to re-learn huge swathes of their craft, but almost everyone is in the same boat. This presentation will get specific: talking about narrative tools, production equipment. Attendees should come away with enough of a solid knowledge base from which to start putting together a VR production process.
 | URL: http://ire.org/events-and-training/event/1574/1904/",Franklin 7,False
,Stonewalled: Strategies for getting what you need out of government,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Charles Lewis, Rob Barry, Walt Bogdanich, Carol Leonnig - **Moderated by Charles Lewis, Investigative Reporting Workshop
The challenges are familiar to us all. You can only talk to a spokesperson (who has no actual knowledge of the topic). The source you need is never available. They keep telling you that you can have the docs or the data -- tomorrow. What do you do when government agencies put up roadblocks to keep you from the story? Learn tips and strategies to break through the barriers.
 | URL: http://ire.org/events-and-training/event/1574/1992/",Salon E,False
,"Prisons, jails and punishment: The real story (Sponsored by Criminal Justice Journalists)",2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Julie Brown, Eileen Sullivan, Ted Gest, David Rudovsky, John Wetzel - **Moderated by Ted Gest, Criminal Justice Journalists
Corrections practices are getting more scrutiny from the media amid criticism of mass incarceration and poor conditions behind bars in many places. We will hear from the Pennsylvania prison secretary, who also is a member of a national commission examining the federal prison system, a civil rights lawyer who has filed lawsuits over prison and jail problems, and journalists who have covered the troubled Florida prison system and a growing and controversial practice of ""risk assessment"" being used in corrections to help decide on who should be locked up.
 | URL: http://ire.org/events-and-training/event/1574/1980/",Salon D,False
,Show & Tell (Friday - #4),2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Philip Drechsler - **Moderated by Phil Drechsler, NBC4 Los Angeles
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. Thursday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2068/",Franklin 8,False
,Broadcast: How some of the best work gets done,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Joel Grover, Phil Williams, Brian Ross - Three veteran journalists discuss how they produce solid, award-winning investigations year after year -- and keep the bosses happy.
 | URL: http://ire.org/events-and-training/event/1574/1958/",Franklin 9&10,False
,The art of developing sources,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Manny Garcia, James Polk, Bernice Yeung, Matt Goldberg - **Moderated by Matt Goldberg, NBC4 Los Angeles
Identify who you need to know and how to get them to talk. And how to get the best information and interviews through source development and interviewing techniques.
 | URL: http://ire.org/events-and-training/event/1574/1934/",Franklin 1&2,False
,Covering threats against journalists overseas without leaving town,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Courtney Mabeus, Kamran Shafi, Dana Priest - This session will cover the  methodology used to research individual journalists imprisoned overseas including the use of social media to find and interview the colleagues and families of prisoners. Both the methodology and the social media tools can be easily adapted to report on other subjects outside of the United States without leaving the country. This session, which includes the perspective of a formerly imprisoned reporter, also will address the reasons why every journalist should consider investigating issues of press freedom around the world.
 | URL: http://ire.org/events-and-training/event/1574/1946/",Franklin 5&6,False
,Management track: Dodging the bullets - making your stories as error and libel free as possible,2015-06-05,3:40 p.m.,2015-06-05,4:40 p.m.,False,"Fernando Diaz, Les Zaitz, Robin Fields, Bill Marimow - **Moderated by Robin Fields, ProPublica
With the lessons of Rolling Stone's retracted campus rape story fresh in our minds, we examine the editor's role in making sure that investigations meet standards of truth and fairness. We'll discuss the choices made in each stage of the reporting and writing process, from the degree of confirmation that's required to when it is and isn't okay to use anonymous sources. 
 | URL: http://ire.org/events-and-training/event/1574/1969/",Salon C,False
,Show & Tell (Friday - #5),2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Melissa Blasius-Nuanez - **Moderated by Melissa Blasius-Nuanez, KUSA/9News Denver
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. Thursday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2069/",Franklin 8,False
,Digital presentation for investigations,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Benjamin Herold, Paul Cheung, Giannina Segnini, Erika Owens - **Moderated by Erika Owens, Knight-Mozilla OpenNews
You spend months, maybe even years, finding the data, cultivating sources, and putting together an investigation you know is really important. We'll look at some case studies and best practices of how to make sure the online version of your story is as compelling and engaging as it needs to be.
 | URL: http://ire.org/events-and-training/event/1574/1982/",Salon D,False
,Oil on the tracks: Covering the explosive story of crude trains (Sponsored by Society of Environmental Journalists),2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Russell Gold, Sarah Feinberg, Grant Robertson - **Moderated by Russell Gold, The Wall Street Journal
Every day, several mile-long trains filled with thousands of barrels of crude oil depart North Dakota heading for coastal refineries. These trains are passing through countless large and small cities. And with alarming frequency, these trains are derailing and blowing up with frightening ferocity. This panel will cover what you need to know to report on these so-called “bomb trains.” When did this start? What is in them? What is the government doing about it? You'll learn how to tell where the trains are and how frequently they're passing.
 | URL: http://ire.org/events-and-training/event/1574/2104/",Franklin 3&4,False
,Finding the story: Contracts,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Danielle Ivory - Having the ability to unlock government spending can be a valuable tool for any journalist's arsenal. During this session, we will walk through the online, free websites that allow the public to access federal government contracting data, and how to track down story ideas. This session is good for anyone who has some experience working with data in Excel.
 | URL: http://ire.org/events-and-training/event/1574/2019/",Room 401,False
,SHOWCASE PANEL: The New Muckrakers - The expanding world of investigative journalism,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Andy Donohue, Bill Keller, Shani Hilton, Jason Mojica, Betsy Reed - **Moderated by Andy Donohue, Reveal/CIR
The landscape for investigative journalism continues to evolve. In the last year or so, we've seen the expansion of international for-profit startups and the birth of narrowly tailored, but deep, nonprofit organizations. We'll discuss what they're learning as they go, what's working and not working, and what we can expect from them in the future. 
 | URL: http://ire.org/events-and-training/event/1574/1994/",Salon E,False
regex,Cleaning data with regular expressions and more,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Agustin Armendariz - An introduction to regular expressions. Before any data analysis can happen, there's typically a lot of work done cleaning and getting to know the data. This class will help you add regular expressions to your toolkit. Think of regular expressions as search patterns on steroids. Instead of finding specific terms you'll learn to describe general patterns you wish to uncover. Regular expressions can be used in various places. For this class we'll use a text editor to explore the syntax of regular expressions.
 
Beginners are welcome, but if you've parsed text with string functions before it may help you conceptualize things better.
 | URL: http://ire.org/events-and-training/event/1574/2025/",Room 404,False
,Quantity and quality,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Aaron Diamant, John Ferrugia, David Raziq - As more and more newsrooms push investigative content on a daily basis, this panel will focus on best practices to consistently identify and turn the exclusive “daily investigative” story.  We'll start with where to look for data/documents fast, source development, and the best resources for exclusive lead investigative stories as news is breaking. We'll take things a step further with a discussion on the process for obtaining and culling sources that make it possible for such exclusive content during ongoing coverage of high profile stories every station in the market is covering. We'll wrap things up with tips for developing and maintaining an investigative mindset to the daily flow.
 | URL: http://ire.org/events-and-training/event/1574/1970/",Salon C,False
spreadsheets,Examining voter access issues: Covering the fight over the right to vote (Sponsored by Rockefeller Brothers Fund),2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Paul Overberg, Ari Berman, Myrna Perez - As the 2016 election campaign begins, a pitched battle over who can vote has been already well underway  — in legislatures, at the ballot box and especially in the courts. The Supreme Court recently weakened a key section of the Voting Rights Act, guaranteeing more battles to come. This panel will show you changes to watch for in your state, how to get information to tell the story and how to find and analyze local data on voters and voting.
 | URL: http://ire.org/events-and-training/event/1574/2103/",Franklin 1&2,False
,Tools for transparency from the Sunlight Foundation (Sponsored by Knight Foundation),2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Bill Allison, Jacob Fenton, Robert Lannon, Ryan Sibley - See first hand new and improved tools, and get a preview of coming attractions from the Sunlight Foundation. We'll demo tools that can help you research people, follow all the money sluicing through the electoral system -- whether its lobbyists working legislators or dark money groups taking to the airwaves, learn the latest about criminal justice data, and more. 
 | URL: http://ire.org/events-and-training/event/1574/2005/",Franklin 7,False
,Working with whistleblowers,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Scott Bronstein, Steve Riley, Sarah Cohen, Dennis Wagner - **Moderated by Sarah Cohen, The New York Times
Whistleblowers are a special kind of source and require a special kind of treatment. Three experts will discuss how they handle the delicate negotiations and risks involved.
 | URL: http://ire.org/events-and-training/event/1574/2105/",Franklin 5&6,False
,Broadcast: Your presentation style,2015-06-05,4:50 p.m.,2015-06-05,6:00 p.m.,False,"Barry Nash, Barrett Nash - The Coaching Company Founder and Head Coach, Barry Nash, will talk about the challenge of addressing an audience you can neither see nor hear, the subtle and not-so-subtle ways it can compromise your message, and what to do about it.  He'll share related research and load you up with practical tips on how to dress, move and talk so that viewers are more likely to “get” your stories, and your stories are more likely to get the attention they deserve.
 | URL: http://ire.org/events-and-training/event/1574/1960/",Franklin 9&10,False
,IRE Board candidate speeches,2015-06-05,6:00 p.m.,2015-06-05,6:30 p.m.,False,"Meet the candidates for the IRE Board of Directors. Learn more about the candidates and election.
",Salon E,False
,IRE Sales Table (Saturday),2015-06-06,8:00 a.m.,2015-06-06,5:00 p.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.  Sales will be located on the 4th floor of the Philadelphia Marriott Downtown.
",Franklin Hall Foyer,False
,IRE Conference Registration (Saturday),2015-06-06,8:00 a.m.,2015-06-06,5:00 p.m.,False,"Registration will be located on the 4th floor of the Philadelphia Marriott Downtown. 
",Franklin Hall Foyer,False
,Audio class with Reveal 1 (pre-registered attendees only),2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Wondering how to turn your stories into driveway moments and compelling audio narrative? Then come to an intensive three hour workshop with award winning radio journalists from Reveal, the new investigative program from The Center for Investigative Reporting and PRX.
We will explore the power of audio narrative, how to plan for your radio field gathering to get the most from your interaction with your sources, how to interview for good narrative, and how to build scenes and emotion into your writing. We will discuss different formats used in radio and audio work.
The field is exploding with the runaway success of podcasts like Serial and 99% Invisible. So whether you're interested in becoming a collaborator of Reveal for your investigative stories, a television journalist experimenting with other platforms or a multimedia storyteller-this workshop will be hands -on training and development. It will be followed by a panel discussion of best practices.
Seats are limited, so register now!
",Room 414/415,False
,Beacon: Embracing and Communicating Impact (Sponsored by Knight Foundation),2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Adrian Sanders - Readers are constantly bombarded with breaking and important stories everyday. So why do they keep funding them on Beacon (more than $1m paid to journalist to date)? We've learned that readers fund work because they believe in its potential for impact. We'll explore the future of funding investigative reporting, and how impact plays a critical role in the value delivered to readers. 
 | URL: http://ire.org/events-and-training/event/1574/1942/",Franklin 7,False
,From the newsroom to the classroom,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Rosemary Armao, Cheryl Phillips, James F McGinnis, Dawn Fallik - **Moderated by Dawn Fallik, University of Delaware
Have you ever thought about teaching? Academia is a whole other world and pace from the newsroom but many journalists are making the move. 
Come hear from former reporters and editors turned academics, from adjuncts to tenured professors. We'll share some basics about applying and salary but also talk about different approaches to teaching investigative reporting, social media sourcing and basic journalism classes. If you already teach and have ideas to share, we'd love to hear them. Feel free to give us chili peppers on Rate My Professor afterward. 
 | URL: http://ire.org/events-and-training/event/1574/1933/",Franklin 5&6,False
,Broadcast: Breaking news investigations,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Megan Chuchmach, Jodie Fleischer, Scott MacFarlane - When big news breaks will you respond?  Leave the “what is happening” to others. The investigator's role is to dive head-first into “How did this happen”? “Where else might this happen again”?  “How do we keep this from happening again”? This session show real world examples of how journalists were able to contribute on a big story and why tragedy demands action, answers and results. You'll also learn how to be a resource for the rest of the newsroom and uncover quick facts that will add depth to the breaking story (and details your competitors won't have).  
 | URL: http://ire.org/events-and-training/event/1574/1935/",Franklin 9&10,False
,Show & Tell (Saturday - #1),2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Greg Amante - **Moderated by Greg Amante, ESPN's Outside the Lines
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. Friday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2070/",Franklin 8,False
,Social media innovations: Investigative reporting and social documentary photography,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Jeff Kelly Lowenstein, - Documentary photographers and investigative journalists often come together at the end of a long-term project, but this session will explore what happens when photographers and investigative reporters are in active and ongoing collaboration, particularly in the social media arena. The panel will show multiple examples of how photographers and investigative journalists can use the Instagram platform, and others, to build deeper and wider engagement, reach a national and international audiences and build new sources and story ledes. It is open to all people interested in investigative journalism, photography and your work having the widest possible audience and impact. 
 | URL: http://ire.org/events-and-training/event/1574/1895/",Franklin 1&2,False
,Web scraping for anyone,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Samantha Sunne - You don't have to write code to coax data off the web - with some clicks and tricks and elbow grease, you can get data and documents even your sources don't want you to have. We'll cover tools you can use out of the box, more advanced techniques, plus secret Internet passageways to the data you want.
 | URL: http://ire.org/events-and-training/event/1574/2035/",Room 401,False
databases,Using SQL to interrogate data (part 1),2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Malik Singleton - SQL lets you ""ask"" questions of your data. Run queries to get additional background research from datasets so that you'll have evidence-based questions for your interviews. This first of three sessions will show you how to use Firefox's free SQLite Manager extension, the best way to start learning the language that reads like English questions.
 | URL: http://ire.org/events-and-training/event/1574/2050/",Room 404,False
,On the beat: Healthcare,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"JoNel Aleccia, Joanne Faryon, Christopher Weaver, Alison Young - **Moderated by Alison Young, USA TODAY
The American health care system gathers up vast reams of data in its routine operations: Billing records, public health statistics, inspection reports, and hospitals' financial data. In recent years, much more of that data has become available to the public—and probing reporters looking for a window into the practices and performance of health care institutions, medical providers and government agencies. Three veteran reporters explain how they've tapped emerging sources of data for insights that informed reporting projects, and how you can too. The session will cover the expanding universe of Medicare billing records now available from the federal agency; sources of state and county level data on medical care and public health efforts; and safety data covering drugs and facility inspections. Beyond outlining where to find the data and statistics you need in a fast changing ecosystem, reporters will deliver tips on how to put that information to work in building story ideas, achieving reporting goals and framing anecdote in broader context.
 | URL: http://ire.org/events-and-training/event/1574/2115/",Salon G,False
,Investigating what we eat,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Mike McGraw, Bernice Yeung, Rose Ciotta, Duff Wilson - Pesticides, hormones, antibiotics, bacteria and inadequate inspections have turned food into a hot subject for investigation. This panel will cover how to get behind hype and government stonewalling to report on food safety  in an era of global trade. Topics include labeling and what consumers need to know.
 | URL: http://ire.org/events-and-training/event/1574/1912/",Franklin 3&4,False
maps,Intro to mapping with QGIS: Importing and displaying data,2015-06-06,8:30 a.m.,2015-06-06,9:30 a.m.,False,"Alexandra Kanik - Making maps might sound daunting at first, but this class will show you that all you need is good data and a good idea and you can bring location-based information to your viewers quite easily and quickly. We're going to be covering the basics: map types, adding geographic information to maps, selecting data and some general styling. We'll be using QGIS which is a free, open-source mapping program, so you don't have to worry about being able to afford expensive software to use the skills you'll learn in this class. Prerequisites: None. Only a desire to make maps.
 | URL: http://ire.org/events-and-training/event/1574/2044/",Room 402,False
,Audio class with Reveal 2 (pre-registered attendees only),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"This is a continuation of Audio class with Reveal 1. Please note: Seating is limited and preregistration is required.
",Room 414/415,False
maps,More with QGIS: Basic geographic analysis,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Alex Richards - In this class we'll tackle a project to join tables of data together with existing shapefiles and process data consisting of hundreds or thousands of points to give a more meaningful summary display. We'll also cover some of the fundamentals of editing geographic data and saving it in web-ready formats. 
 | URL: http://ire.org/events-and-training/event/1574/2045/",Room 402,False
spreadsheets,Advanced Excel functions,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Aaron Kessler - Learn about advanced tricks in Excel that will blow your mind and give you control over your data like never before. Is the government giving you dirty records, or hassling you about how they are formatted? Do you wish there was a column that told you ""X"" and find yourself manually typing it in?  Never again!  Learn ways to free yourself from such trivial restraints and work your magic over columns and rows like a pro.
 | URL: http://ire.org/events-and-training/event/1574/2036/",Room 401,False
,Buying influence: How to track lobbyists (Sponsored by Rockefeller Brothers Fund),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Sandra Fish, James Grimaldi, Eric Lipton - Federal law requires lobbyists to register âwith Congressâ. But that registration is just a tip sheet of sorts to getting a full picture of how various corporations are attempting to move their agendas in Washington--or in state capitols where they might also register a lobbying team. We take a look at some of the âtools and techniques to build out a fuller, more narrative picture of what lobbying looks like by tapping into various databases, websites and other spots. âWe also discuss how states ârequire a varying level of reporting, from basic registration to disclosure of payments from clientsâ and âcontributions to lawmakersâ.ââ âAnd we reverse engineer a few stories--to show how the information needed to get a lobbying story on page one came together.
 | URL: http://ire.org/events-and-training/event/1574/1950/",Salon G,False
,Getting great stories from hidden data sets,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Brad Heath, John Hillkirk, Sarah Cohen, Janet Roberts - **Moderated by John Hillkirk, USA TODAY
Everybody knows about the Census data, or the Medicare data, or the crime rate statistics, and there are plenty of good trend stories there. But how can you identify and obtain data that nobody else has ever looked at before - and get the government or organization to cough it up. 
 | URL: http://ire.org/events-and-training/event/1574/1974/",Franklin 1&2,False
