Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Uncovering stories on the criminal justice beat,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,"R.G. Dunlop, Maya Lau, Topher Sanders, Cheryl W. Thompson - **Moderated by Cheryl W. Thompson, The Washington Post
 | URL: http://ire.org/events-and-training/event/2199/2674/",Salon E,False
,Getting started with coding 1,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,Aaron Kessler -  | URL: http://ire.org/events-and-training/event/2199/2648/,Salon B,False
,The Grammar of Graphics: Making Plots in R using ggplot2,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,"Sandhya Kambhampati - Graphing data is one of the core components of data analysis. Visualizing information can help journalists quickly identify trends within a dataset, and a powerful visual can tell a compelling story. In this session, you'll learn the basics of the ggplot2 package in R (an open-source statistical language), including installing the package and using it for plotting, exploring, and transforming data. You'll leave with an appreciation for the grammar of graphics and the power of ggplot2 for both exploratory and explanatory purposes. Prerequisites: This workshop will be most helpful for those who have experience working with data, preferably in R.
 | URL: http://ire.org/events-and-training/event/2199/2651/",Salon C,False
,Investigating the military and veterans' issues (Sponsored by Bloomberg),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,"Thomas Brennan, Tony Capaccio, Christopher Drew -  | URL: http://ire.org/events-and-training/event/2199/2685/",Galerie 4-5,False
,Campus coverage: Policing the campus police,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,"Paula Lavigne, Frank LoMonte, Aaron Wische, Jill Riepenhoff - **Moderated by Jill Riepenhoff, The Columbus Dispatch
 | URL: http://ire.org/events-and-training/event/2199/2686/",Galerie 6,False
,Stupid offshore tricks (Sponsored by Knight Foundation),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,Drew Sullivan -  | URL: http://ire.org/events-and-training/event/2199/2687/,Galerie 1,False
,Sports investigations,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,"Shaun Assael, John Diedrich, Steve Riley, Kevin Merida - **Moderated by Kevin Merida, ESPN The Undefeated
 | URL: http://ire.org/events-and-training/event/2199/2662/",Studio 9-10,False
,Finding the story: Lottery scandals,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,Russ Ptacek -  | URL: http://ire.org/events-and-training/event/2199/2647/,Salon A,False
,Human rights investigations (Sponsored by Dart Center for Journalism & Trauma),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,,Salon D,False
,Broadcast deep dives 3 (Sponsored by Napoli Management Group),2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,"Michael Bott, Stephen Stock, Brian Collister, Joe Ellis, Chris Vanderveen -  | URL: http://ire.org/events-and-training/event/2199/2630/",Galerie 2,False
,Best of broadcast,2016-06-18,3:00 p.m.,2016-06-18,4:00 p.m.,False,Tisha Thompson -  | URL: http://ire.org/events-and-training/event/2199/2625/,Galerie 3,False
,Unleash the data: Tools and tricks for taming PDFs (repeat session),2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Miguel Barbosa - This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This class is best for: People who are unfamiliar with the PDF to text tools or would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF documents.
 | URL: http://ire.org/events-and-training/event/2199/2650/",Salon C,False
,Getting started with coding 2,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,Christopher Schnaars -  | URL: http://ire.org/events-and-training/event/2199/2649/,Salon B,False
,When journalism and security research collide (Sponsored by Knight Foundation),2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Jeremy Gillula, Dave Maass - Since the Snowden revelations, we've seen an uptick in journalists teaming up with technologists for deep research into government surveillance and digital freedom. At the Electronic Frontier Foundation, staff are combining traditional journalist techniques with security research to generate new kinds of investigations, from exposing insecure software giveaways by police to revealing mismanaged license plate reader networks. EFF Staff Technologist Jeremy Gillula and EFF Investigative Researcher Dave Maass will discuss some of their most impactful investigations and outline ways that technologist and reporters can combine forces in the years to come.
 | URL: http://ire.org/events-and-training/event/2199/2711/",Galerie 1,False
,"Campus coverage: Investigating entrenched powers, from athletics to fraternities and more",2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Marcelo Rochabrun, Craig Flournoy, Camri Nelson, Dan Kane, Michael Lindenberger - **Moderated by Michael Lindenberger, The Dallas Morning News
 | URL: http://ire.org/events-and-training/event/2199/2576/",Salon F-H,False
"statistics, spreadsheets",Stats in Excel,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Steve Doig - You don't need a special statistics program to run simple statistics. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean.
This session will be most helpful if: You already are comfortable with using functions in Excel.
 | URL: http://ire.org/events-and-training/event/2199/2639/",Salon A,False
,Innocence projects,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Alec Klein, Brian Patrick O'Donoghue, Maurice Possley, Brad Heath - **Moderated by Brad Heath, USA TODAY NETWORK
 | URL: http://ire.org/events-and-training/event/2199/2678/",Studio 9-10,False
,Uncovering stories on the environmental beat,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Rosalia Omungo, Ben Raines, Mike Soraghan, Mark Schleifstein - **Moderated by Mark Schleifstein, The Times-Picayune, NOLA.com
 | URL: http://ire.org/events-and-training/event/2199/2614/",Salon E,False
,Show & Tell *Saturday - #4 (Sponsored by Napoli Management Group),2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. on Friday. Check back on Friday, June 17 for sign-up details.
",Galerie 2,False
,Broadcast: Working on your own,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Philip Drechsler, Brendan Keefe, Danielle Leigh -  | URL: http://ire.org/events-and-training/event/2199/2626/",Galerie 3,False
,Innovations in storytelling,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Paul Cheung, Adam Playford -  | URL: http://ire.org/events-and-training/event/2199/2670/",Salon D,False
,Uncovering stories on the local government beat,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Nick Grube, Terri Langford, Travers Mackel -  | URL: http://ire.org/events-and-training/event/2199/2610/",Galerie 4-5,False
,Longform investigative narrative: Telling stories on different platforms,2016-06-18,4:15 p.m.,2016-06-18,5:15 p.m.,False,"Raney Aronson-Rath, Greg Borowski, Susanne Reber, Dave Savini - **Moderated by Dave Savini, CBS/WBBM Chicago
 | URL: http://ire.org/events-and-training/event/2199/2675/",Galerie 6,False
,Web scraping for anyone (repeat session),2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,False,"Samantha Sunne - You don't have to write code to coax data off the web - with some clicks and tricks and elbow grease, you can get data and documents even your sources don't want you to have. We'll cover tools you can use out of the box, more advanced techniques, plus secret Internet passageways to the data you want.
 | URL: http://ire.org/events-and-training/event/2199/2709/",Salon B,False
,Free options for mapping (Sponsored by Knight Foundation),2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,False,David Herzog -  | URL: http://ire.org/events-and-training/event/2199/2629/,Galerie 1,False
,Coding for journalists (cont'd) **pre-registered attendees only (Sunday),2016-06-19,9:00 a.m.,2016-06-19,12:30 p.m.,False,"Alex Richards - This is a continuation of Saturday's hands-on workshop.  Pre-registered attendees only. 
 | URL: http://ire.org/events-and-training/event/2199/2543/",Salon C,False
,Finding the story: Bridges,2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,False,"Liz Lucas - Every state has bridges: how safe are yours? This is a question that appeals to everyone (we all drive and/or walk on bridges), and the National Bridge Inventory can help you answer it. In this session, we'll dive into the data for Louisiana, discuss additional sources, and sketch out stories that work in any city. â
To get the most from this session, you should have some experience working with data in spreadsheets.
 | URL: http://ire.org/events-and-training/event/2199/2708/",Salon A,False
,Finding stuff online: A journalist's guide to tracking down information,2016-06-19,9:00 a.m.,2016-06-19,10:00 a.m.,False,"Jaimi Dowdell, Mark Horvit -  | URL: http://ire.org/events-and-training/event/2199/2613/",Salon 9-10,False
,Grilling Jerry Mitchell for breakfast (Sponsored by Knight Foundation),2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,False,"Jerry Mitchell, Robert Cribb - **Moderated by Robert Cribb, Toronto Star
 | URL: http://ire.org/events-and-training/event/2199/2730/",Galerie 1,False
,Career roundtable,2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,False,"Sarah Cohen, Jennifer Forsyth, Josh Meyer, Steven Rich, Jill Riepenhoff, Stephen Stock, Mark Horvit - **Moderated by Mark Horvit, IRE/NICAR
Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for.
 | URL: http://ire.org/events-and-training/event/2199/2671/",Salon E,False
,"Brave new world: Monitoring activists, monitoring reporters (Sponsored by The Media Consortium)",2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,False,"Brandi Collins, Steven Renderos, Mike Rispoli - Surveillance has gone 360 degrees. Live video footage scrambled by jammers. Stingrays intercept phone calls. Video from drones flying overhead can immediately be parsed by facial recognition software to identify individuals. Metadata helps the NSA (and corporations) guess where we will go next, who we associate with, and more. Increasingly, the NSA, FBI and local police work together to conduct surveillance on activists--and journalists.
 | URL: http://ire.org/events-and-training/event/2199/2679/",Salon F-H,False
,Year in investigations,2016-06-19,10:15 a.m.,2016-06-19,11:15 a.m.,False,"Jaimi Dowdell, Megan Luther - Pick up some story ideas and be inspired with the highlights of some of the year's best investigations.
 | URL: http://ire.org/events-and-training/event/2199/2612/",Salon 9-10,False
,Using U.S. FOIA to get information on your own country,2016-06-19,11:30 a.m.,2016-06-19,12:30 p.m.,False,"Mark Horvit, Jaimi Dowdell -  | URL: http://ire.org/events-and-training/event/2199/2663/",Studio 9-10,False
,The digital FOIA: How to get the government to give you the database you want (Sponsored by Knight Foundation),2016-06-19,11:30 a.m.,2016-06-19,12:30 p.m.,False,T. Christian Miller -  | URL: http://ire.org/events-and-training/event/2199/2731/,Galerie 1,False
spreadsheets,Getting data into Excel (repeat session),2016-06-19,11:30 a.m.,2016-06-19,12:30 p.m.,False,Megan Luther -  | URL: http://ire.org/events-and-training/event/2199/2710/,Salon B,False
